,date,content
70,2022-02-28 02:36:38+00:00,"@YusufDFI Only could delay to 2032.  China is increasing their No of ships submarines and aircrafts.  The day they get a feeling they are invincible let us say by 2026,they will start harbouring plan to attack Taiwan"
71,2022-02-14 08:32:25+00:00,Tribute to the martyrs and the families of the Pulwama attack. Remain always in our hearts. 🙏
72,2022-02-14 05:56:59+00:00,"𝟐𝟎𝟏𝟗 𝐏𝐮𝐥𝐰𝐚𝐦𝐚 A𝐭𝐭𝐚𝐜𝐤
(14 Feb) Black day for India 

Salute to brave Soldiers who lost their lives in Pulwama Attack🙏🙏
 #PulwamaAttack 
#BlackDay 
#14Feb 
@life_of_brar https://t.co/pcJGy1umU0"
73,2022-02-10 15:40:14+00:00,"Police foil mass sabotage in Kashmir.
Eleven members of Jaish-e-Mohammed were arrested from Antanag area and a large quantity of firearms and explosives were recovered from them. 
It is learned that their target was to carry out Pulwama type attack. https://t.co/luGh7vTzCR"
74,2022-02-02 13:47:40+00:00,I heard your lacture in parliament you started with msme and unemployment but after that you attack on our nation unity and divide and rule politics. you are not enough mature to speak in parliament that is why a party once lead the country now facing disaster. @RahulGandhi
75,2022-01-17 12:12:19+00:00,"#AbuDhabi 
Drone attack is a wake-up call for us in #India
as this tacknology has a #Chinese Signature ! 
    The security lapse in Punjab during  @narendramodi
 visit allegedly perpetuated by #SFJ or so called Farmers or for that matter
@INCIndia could be read in this context !?"
76,2021-12-15 13:02:16+00:00,"@ShreeNathYada18 @epanchjanya सबसे पहले रक्षा मंत्री को हमला मंत्री बनाना चहिये..
# no defence, #only attack"
77,2021-11-13 17:53:17+00:00,"Horrific!!
We lost our 5 brethren Soldiers and family of Commanding Officer of 5 Assam Rifle in a cowardly attack.
We bow down and pay homage to our brave heart's and their families  who have been lost their lives. India will never forget &amp; will never forgive.

#ManipurAttack https://t.co/qyOXWznKVX"
78,2021-11-13 13:36:28+00:00,What about terror attack in Manipur #ManipurAttack https://t.co/LkPHiKuqLO
79,2021-11-09 03:22:55+00:00,"@jayashree_vanve #BiasedJusticeSystem is under query. Cruelty is being done with Sant Shri Asharamji Bapu.
Bail rejected when Nephew died &amp; Wife got Heart attack; Bapuji got no bail even in his illness. 
Is Law Equal To All?
Justice For Bapuji
https://t.co/Pp1tDoRQYL"
80,2021-10-31 09:21:42+00:00,"ABVP panipat karyakartas protested and effigy burned in front of mini secretariat Panipat against the deadly attack on ABVP Karyakarta Sibaji gupta by the jihadi gang led by Najmul Islam in Kailashar, Tripura demanded strict and exemplary action against the culprits. 
@ABVPVoice https://t.co/mYejgAEUaO"
81,2021-10-28 02:57:39+00:00,"#SaveTripuraMuslimsNow
Muslims under attack in Indian state of Tripura
Many Houses,Shops &amp; 12 mosques burnt down
No Media, forget about secular parties not even Muslim political leaders utter a single word on Tripura Communal Carnage.
#TripuraPogrom
#TripuraMuslimsUnderAttack https://t.co/TB2Cf2rIME"
82,2021-10-27 19:06:32+00:00,"#SaveTripuraMuslims
Muslims under attack in Indian state of Tripura
Many Houses,Shops &amp; 12 mosques burnt down
No Media, forget about secular parties not even Muslim political leaders utter a single word on Tripura Communal Carnage. 

#TripuraPogrom
#TripuraMuslimsUnderAttack https://t.co/Mfp2F5pcvg"
83,2021-10-27 01:59:42+00:00,"All sikhs condam Pakistani attack on Gurudwara Shri Nankana Sahib

https://t.co/eRMNlXVeMa

#ModiRuiningFarmersFuture"
